record_id,crop_name,layer_number,depth_start_cm,depth_end_cm,ph,ec_ds_m,organic_carbon_pct,available_n_kg_ha,available_p_kg_ha,available_k_kg_ha,sulphur_ppm,zinc_ppm,iron_ppm,soil_texture,n_status,p_status,k_status,n_requirement_kg_acre,p_requirement_kg_acre,k_requirement_kg_acre,rec_urea_kg_acre,rec_dap_kg_acre,rec_mop_kg_acre,rec_ssp_kg_acre,rec_zinc_sulphate_kg_acre,rec_gypsum_kg_acre,priority_nutrient,caution_flag,provenance_source,provenance_citation
SOIL_REC_00066,Wheat,3,30,60,7.33,1.54,0.17,120.3,11.5,144.9,10.7,0.96,9.26,Red soil,Low,Medium,Low,62.5,25.0,20.0,114.6,54.3,33.3,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00067,Wheat,1,0,15,8.12,0.44,0.36,465.9,18.9,299.4,17.3,1.05,6.54,Black soil,Medium,Medium,Medium,50.0,25.0,16.0,87.4,54.3,26.7,0.0,0.0,0.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00068,Wheat,2,15,30,7.96,1.06,0.61,191.6,12.4,100.1,9.4,0.39,7.59,Black soil,Low,Medium,Low,62.5,25.0,20.0,114.6,54.3,33.3,0.0,10.0,0.0,Zinc,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00069,Wheat,3,30,60,8.02,0.68,0.18,181.0,18.2,220.8,18.7,0.65,3.45,Black soil,Low,Medium,Medium,62.5,25.0,16.0,114.6,54.3,26.7,0.0,0.0,0.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00070,Wheat,1,0,15,6.48,1.14,0.44,474.0,11.3,106.4,5.5,0.67,11.47,Loam,Medium,Medium,Low,50.0,25.0,20.0,87.4,54.3,33.3,0.0,0.0,0.0,Potassium,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00071,Wheat,2,15,30,7.6,2.16,0.19,94.6,13.5,196.8,13.5,1.74,4.9,Loam,Low,Medium,Medium,62.5,25.0,16.0,114.6,54.3,32.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00072,Wheat,3,30,60,8.34,0.5,0.11,182.9,15.1,168.6,8.2,1.5,11.52,Loam,Low,Medium,Medium,62.5,25.0,16.0,114.6,54.3,26.7,0.0,0.0,0.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00073,Wheat,1,0,15,8.78,0.51,0.88,423.2,39.2,171.2,18.6,0.92,6.71,Sandy loam,Medium,High,Medium,45.0,0.0,16.0,97.8,0.0,26.7,0.0,0.0,0.0,Nitrogen,ALKALINE_PH;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00074,Wheat,2,15,30,8.34,2.77,0.33,322.9,23.7,267.3,30.5,0.53,4.5,Sandy loam,Medium,Medium,Medium,50.0,25.0,16.0,87.4,54.3,32.0,0.0,10.0,0.0,Zinc,HIGH_EC_SALINITY;ALKALINE_PH;ELEVATED_SALINITY;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00075,Wheat,3,30,60,7.68,0.61,0.16,78.8,3.1,126.1,20.6,0.67,4.7,Sandy loam,Low,Low,Low,62.5,32.5,20.0,108.3,70.7,33.3,0.0,0.0,0.0,Nitrogen,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00076,Wheat,1,0,15,6.43,2.43,0.22,236.7,17.1,374.8,20.5,1.49,4.38,Red soil,Low,Medium,High,62.5,25.0,0.0,114.6,54.3,0.0,0.0,0.0,0.0,Nitrogen,ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00077,Wheat,2,15,30,5.88,0.78,0.22,189.6,9.0,83.6,26.2,1.15,10.33,Red soil,Low,Low,Low,62.5,32.5,20.0,135.9,0.0,33.3,203.1,0.0,0.0,Nitrogen,ACIDIC_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00078,Wheat,3,30,60,8.54,1.34,0.3,136.0,11.5,94.0,19.1,0.9,8.18,Red soil,Low,Medium,Low,62.5,25.0,20.0,114.6,54.3,33.3,0.0,0.0,0.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00079,Wheat,1,0,15,7.92,1.77,0.17,234.5,34.3,399.8,20.4,0.23,9.77,Black soil,Low,High,High,62.5,0.0,0.0,135.9,0.0,0.0,0.0,10.0,0.0,Zinc,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00080,Wheat,2,15,30,8.21,1.7,0.66,155.7,20.8,186.9,11.8,1.8,6.64,Black soil,Low,Medium,Medium,62.5,25.0,16.0,114.6,54.3,26.7,0.0,0.0,0.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00081,Wheat,3,30,60,8.19,2.72,0.3,162.1,9.7,63.8,8.5,0.86,7.21,Black soil,Low,Low,Low,62.5,32.5,20.0,108.3,70.7,40.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ALKALINE_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00082,Wheat,1,0,15,8.62,2.32,0.67,347.4,19.2,206.4,31.2,0.85,7.39,Red soil,Medium,Medium,Medium,50.0,25.0,16.0,87.4,54.3,32.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ALKALINE_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00083,Wheat,2,15,30,8.76,1.91,0.5,245.0,10.4,165.2,25.2,1.2,9.72,Red soil,Low,Medium,Medium,62.5,25.0,16.0,114.6,54.3,26.7,0.0,0.0,0.0,Nitrogen,ALKALINE_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00084,Wheat,3,30,60,6.17,1.63,0.52,169.5,17.7,66.9,31.2,1.17,4.77,Red soil,Low,Medium,Low,62.5,25.0,20.0,135.9,0.0,33.3,156.2,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00085,Wheat,1,0,15,6.53,0.24,0.54,232.4,41.3,130.8,30.5,1.24,3.96,Loam,Low,High,Low,62.5,0.0,20.0,135.9,0.0,33.3,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00086,Wheat,2,15,30,8.58,0.96,0.62,245.8,19.7,195.0,16.8,0.43,4.31,Loam,Low,Medium,Medium,62.5,25.0,16.0,114.6,54.3,26.7,0.0,10.0,0.0,Zinc,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00087,Wheat,3,30,60,7.48,2.14,0.14,77.5,19.2,198.8,13.5,1.46,5.04,Loam,Low,Medium,Medium,62.5,25.0,16.0,114.6,54.3,32.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00088,Wheat,1,0,15,6.43,0.98,0.71,619.5,26.6,143.5,19.1,0.75,7.74,Sandy loam,High,High,Low,20.0,0.0,20.0,43.5,0.0,33.3,0.0,0.0,0.0,Potassium,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00089,Wheat,2,15,30,7.29,1.38,0.34,160.7,26.5,221.9,10.5,1.44,2.91,Sandy loam,Low,High,Medium,62.5,0.0,16.0,135.9,0.0,26.7,0.0,0.0,0.0,Nitrogen,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00090,Wheat,3,30,60,7.96,2.03,0.46,156.5,16.9,192.7,31.5,0.99,2.85,Sandy loam,Low,Medium,Medium,62.5,25.0,16.0,114.6,54.3,32.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00091,Rice (Paddy),1,0,15,8.69,1.06,0.25,542.5,10.2,417.8,4.4,0.43,10.77,Alluvial,Medium,Medium,High,48.0,24.0,0.0,83.9,52.2,0.0,0.0,10.0,0.0,Zinc,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00092,Rice (Paddy),2,15,30,8.7,0.39,0.67,189.4,24.1,174.8,6.2,0.73,8.91,Alluvial,Low,Medium,Medium,60.0,24.0,20.0,110.0,52.2,33.3,0.0,0.0,0.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00093,Rice (Paddy),3,30,60,7.26,2.68,0.37,281.9,13.2,142.4,21.3,0.58,9.0,Alluvial,Medium,Medium,Low,48.0,24.0,25.0,83.9,52.2,50.0,0.0,10.0,0.0,Potassium,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00094,Rice (Paddy),1,0,15,8.79,2.14,0.56,169.2,32.6,404.1,16.4,1.31,11.08,Clay loam,Low,High,High,60.0,0.0,0.0,130.4,0.0,0.0,0.0,0.0,0.0,Nitrogen,ALKALINE_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00095,Rice (Paddy),2,15,30,5.65,2.27,0.32,230.6,9.1,210.9,19.8,1.47,4.11,Clay loam,Low,Low,Medium,60.0,31.2,20.0,130.4,0.0,40.0,195.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ACIDIC_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00096,Rice (Paddy),3,30,60,5.76,2.46,0.37,120.2,22.2,70.8,16.9,0.61,4.93,Clay loam,Low,Medium,Low,60.0,24.0,25.0,130.4,0.0,50.0,150.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ACIDIC_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00097,Rice (Paddy),1,0,15,8.47,1.41,0.42,393.3,9.1,430.3,31.7,0.68,11.64,Sandy loam,Medium,Low,High,48.0,31.2,0.0,77.8,67.8,0.0,0.0,0.0,0.0,Phosphorus,ALKALINE_PH;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00098,Rice (Paddy),2,15,30,7.78,1.39,0.33,464.8,31.4,96.3,14.7,0.77,5.31,Sandy loam,Medium,High,Low,48.0,0.0,25.0,104.3,0.0,41.7,0.0,0.0,0.0,Potassium,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00099,Rice (Paddy),3,30,60,7.81,0.26,0.47,159.0,3.2,200.7,25.8,1.76,11.15,Sandy loam,Low,Low,Medium,60.0,31.2,20.0,103.9,67.8,33.3,0.0,0.0,0.0,Nitrogen,HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00100,Rice (Paddy),1,0,15,7.14,2.55,0.42,519.4,31.5,216.8,21.8,1.19,8.94,Red soil,Medium,High,Medium,48.0,0.0,20.0,104.3,0.0,40.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00101,Rice (Paddy),2,15,30,7.88,1.91,0.71,325.6,33.0,242.0,12.7,0.91,8.01,Red soil,Medium,High,Medium,48.0,0.0,20.0,104.3,0.0,33.3,0.0,0.0,0.0,Nitrogen,ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00102,Rice (Paddy),3,30,60,7.92,0.43,0.22,246.9,6.7,68.8,19.1,1.75,7.54,Red soil,Low,Low,Low,60.0,31.2,25.0,103.9,67.8,41.7,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00103,Rice (Paddy),1,0,15,8.24,0.87,0.93,360.9,39.9,358.8,13.5,0.38,11.65,Clay loam,Medium,High,High,43.2,0.0,0.0,93.9,0.0,0.0,0.0,10.0,0.0,Zinc,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00104,Rice (Paddy),2,15,30,5.96,2.71,0.73,361.6,35.4,328.7,26.5,0.79,10.01,Clay loam,Medium,High,Medium,48.0,0.0,20.0,104.3,0.0,40.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ACIDIC_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00105,Rice (Paddy),3,30,60,5.55,1.6,0.29,228.2,17.1,150.2,27.0,1.7,3.53,Clay loam,Low,Medium,Medium,60.0,24.0,20.0,130.4,0.0,33.3,150.0,0.0,0.0,Nitrogen,ACIDIC_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00106,Rice (Paddy),1,0,15,7.06,1.81,1.05,284.0,31.6,323.2,21.8,0.94,9.16,Loam,Medium,High,Medium,43.2,0.0,20.0,93.9,0.0,33.3,0.0,0.0,0.0,Nitrogen,ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00107,Rice (Paddy),2,15,30,7.64,0.5,0.14,104.0,35.9,98.9,10.6,1.06,6.19,Loam,Low,High,Low,60.0,0.0,25.0,130.4,0.0,41.7,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00108,Rice (Paddy),3,30,60,6.72,2.67,0.41,195.0,15.3,175.8,28.8,1.25,10.42,Loam,Low,Medium,Medium,60.0,24.0,20.0,110.0,52.2,40.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00109,Rice (Paddy),1,0,15,6.85,2.67,0.18,305.3,24.6,432.2,28.0,0.36,9.01,Alluvial,Medium,Medium,High,48.0,24.0,0.0,83.9,52.2,0.0,0.0,10.0,0.0,Zinc,ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00110,Rice (Paddy),2,15,30,7.3,2.74,0.37,239.3,10.5,100.5,27.7,0.93,8.8,Alluvial,Low,Medium,Low,60.0,24.0,25.0,110.0,52.2,50.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00111,Rice (Paddy),3,30,60,7.62,1.75,0.09,256.7,8.1,67.7,19.8,0.31,9.77,Alluvial,Low,Low,Low,60.0,31.2,25.0,103.9,67.8,41.7,0.0,10.0,0.0,Zinc,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00112,Rice (Paddy),1,0,15,7.44,2.31,0.37,507.2,39.1,304.6,11.8,1.77,11.88,Loam,Medium,High,Medium,48.0,0.0,20.0,104.3,0.0,40.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00113,Rice (Paddy),2,15,30,7.28,2.28,0.19,414.9,8.7,164.2,26.1,1.14,2.65,Loam,Medium,Low,Medium,48.0,31.2,20.0,77.8,67.8,40.0,0.0,0.0,0.0,Phosphorus,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00114,Rice (Paddy),3,30,60,6.38,0.53,0.27,88.4,4.3,125.7,14.1,1.15,6.79,Loam,Low,Low,Low,60.0,31.2,25.0,103.9,67.8,41.7,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00115,Rice (Paddy),1,0,15,8.62,0.31,0.89,553.5,27.9,254.9,31.0,0.3,7.05,Loam,Medium,High,Medium,43.2,0.0,20.0,93.9,0.0,33.3,0.0,10.0,0.0,Zinc,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00116,Rice (Paddy),2,15,30,6.83,1.98,0.46,431.1,6.8,89.3,21.0,0.31,5.11,Loam,Medium,Low,Low,48.0,31.2,25.0,77.8,67.8,41.7,0.0,10.0,0.0,Phosphorus,ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00117,Rice (Paddy),3,30,60,7.59,1.63,0.23,308.7,14.1,126.7,21.0,0.36,9.17,Loam,Medium,Medium,Low,48.0,24.0,25.0,83.9,52.2,41.7,0.0,10.0,0.0,Potassium,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00118,Rice (Paddy),1,0,15,7.65,2.2,0.83,227.5,25.0,172.3,13.5,0.93,6.45,Red soil,Low,Medium,Medium,55.2,24.0,20.0,99.6,52.2,40.0,0.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00119,Rice (Paddy),2,15,30,5.81,1.31,0.59,230.4,9.3,316.7,5.9,1.53,3.39,Red soil,Low,Low,Medium,60.0,31.2,20.0,130.4,0.0,33.3,195.0,0.0,0.0,Nitrogen,ACIDIC_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00120,Rice (Paddy),3,30,60,5.82,2.12,0.46,199.1,15.3,146.1,13.2,0.4,5.86,Red soil,Low,Medium,Medium,60.0,24.0,20.0,130.4,0.0,40.0,150.0,10.0,0.0,Zinc,HIGH_EC_SALINITY;ACIDIC_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00121,Rice (Paddy),1,0,15,8.61,1.3,1.02,145.7,18.1,202.5,6.9,1.01,3.97,Red soil,Low,Medium,Medium,55.2,24.0,20.0,99.6,52.2,33.3,0.0,0.0,0.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00122,Rice (Paddy),2,15,30,7.09,2.4,0.36,298.6,8.1,142.7,10.3,0.89,7.83,Red soil,Medium,Low,Low,48.0,31.2,25.0,77.8,67.8,50.0,0.0,0.0,0.0,Phosphorus,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00123,Rice (Paddy),3,30,60,8.03,1.82,0.4,199.2,15.8,163.4,23.4,0.25,5.1,Red soil,Low,Medium,Medium,60.0,24.0,20.0,110.0,52.2,33.3,0.0,10.0,0.0,Zinc,ALKALINE_PH;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00124,Rice (Paddy),1,0,15,8.54,1.11,0.32,191.6,33.6,115.1,24.7,1.75,3.37,Clay loam,Low,High,Low,60.0,0.0,25.0,130.4,0.0,41.7,0.0,0.0,0.0,Nitrogen,ALKALINE_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00125,Rice (Paddy),2,15,30,7.25,1.18,0.44,149.0,14.3,155.1,30.4,1.15,10.89,Clay loam,Low,Medium,Medium,60.0,24.0,20.0,110.0,52.2,33.3,0.0,0.0,0.0,Nitrogen,NONE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00126,Rice (Paddy),3,30,60,6.01,2.16,0.1,80.4,12.3,121.3,21.0,0.86,4.55,Clay loam,Low,Medium,Low,60.0,24.0,25.0,130.4,0.0,50.0,150.0,0.0,0.0,Nitrogen,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00127,Rice (Paddy),1,0,15,5.88,1.32,0.42,459.2,26.4,330.2,5.3,0.83,8.19,Alluvial,Medium,High,Medium,48.0,0.0,20.0,104.3,0.0,33.3,0.0,0.0,0.0,Nitrogen,ACIDIC_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00128,Rice (Paddy),2,15,30,5.53,0.98,0.26,141.5,12.5,156.1,4.2,1.4,4.17,Alluvial,Low,Medium,Medium,60.0,24.0,20.0,130.4,0.0,33.3,150.0,0.0,0.0,Nitrogen,ACIDIC_PH,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00129,Rice (Paddy),3,30,60,6.75,2.03,0.31,268.3,19.9,58.0,28.1,0.27,2.68,Alluvial,Low,Medium,Low,60.0,24.0,25.0,110.0,52.2,50.0,0.0,10.0,0.0,Zinc,HIGH_EC_SALINITY;ELEVATED_SALINITY,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
SOIL_REC_00130,Rice (Paddy),1,0,15,8.34,1.7,0.69,474.7,23.5,131.5,4.6,0.72,10.11,Sandy loam,Medium,Medium,Low,48.0,24.0,25.0,83.9,52.2,41.7,0.0,0.0,0.0,Potassium,ALKALINE_PH;HIGH_LEACHING_TEXTURE,"ICAR-IISS / Soil Health Card Portal (DAC&FW, GoI)",ICAR Soil Test Crop Response (STCR) Database & National Fertilizer Guidelines 2024-25
